YYYY_LOCAL,MM_LOCAL,DD_LOCAL,HHMM_LOCAL,YYYYMMDDHH,YYYY_SOLAR,MM_SOLAR,DD_SOLAR,HHMM_SOLAR,NEAR_CMMTY,PROVINCE,FUJITA,START_LAT_,START_LON_,END_LAT_N,END_LON_W,LENGTH_M,MOTION_DEG,WIDTH_MAX_,HUMAN_FATA,HUMAN_INJ,ANIMAL_FAT,ANIMAL_INJ,DMG_THOUS,FORECAST_R
     1983.000000,        5.000000,        2.000000,     1430.000000,19830502 1830,     1983.000000,        5.000000,        2.000000,     1312.000000,Cambridge,ON,2,       43.380000,      -80.414000,       43.434000,      -80.304000,10500,225,-999,0,0,0,0,-999,Waterloo - Wellington
     1983.000000,        5.000000,        2.000000,     1525.000000,19830502 1925,     1983.000000,        5.000000,        2.000000,     1410.000000,Kettleby,ON,1,       43.961000,      -79.606000,       44.081000,      -79.406000,21600,230,-999,0,0,0,0,-999,York - Durham
     1983.000000,        5.000000,        2.000000,     1530.000000,19830502 1930,     1983.000000,        5.000000,        2.000000,     1415.000000,Rexdale #1,ON,0,       43.738000,      -79.609000,       43.814000,      -79.553000,9930,205,-999,0,0,0,0,0,City of Toronto
     1983.000000,        5.000000,        2.000000,     1530.000000,19830502 1930,     1983.000000,        5.000000,        2.000000,     1415.000000,Rexdale #2,ON,0,       43.705000,      -79.596000,       43.749000,      -79.570000,5930,195,-999,0,0,0,0,1200,City of Toronto
     1983.000000,        5.000000,        2.000000,     1530.000000,19830502 1930,     1983.000000,        5.000000,        2.000000,     1415.000000,Rexdale #3,ON,0,       43.736000,      -79.589000,       43.786000,      -79.547000,5870,215,-999,0,0,0,0,0,City of Toronto
     1983.000000,        5.000000,       29.000000,     1500.000000,19830529 2100,     1983.000000,        5.000000,       29.000000,     1303.000000,Silton,SK,0,       50.800000,     -104.917000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Fort Qu'Appelle - Indian Head - Lumsden - Pilot Butte
     1983.000000,        6.000000,       20.000000,     1700.000000,19830620 2200,     1983.000000,        6.000000,       20.000000,     1531.000000,Bird's Hill Park,MB,0,       49.980000,      -96.910000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Dugald - Beausejour - Grand Beach
     1983.000000,        6.000000,       20.000000,     2000.000000,19830621 0100,     1983.000000,        6.000000,       20.000000,     1832.000000,Tyndall,MB,0,       50.080000,      -96.660000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Dugald - Beausejour - Grand Beach
     1983.000000,        6.000000,       20.000000,     1935.000000,19830621 0135,     1983.000000,        6.000000,       20.000000,     1734.000000,Lumsden,SK,0,       50.640000,     -104.870000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Fort Qu'Appelle - Indian Head - Lumsden - Pilot Butte
     1983.000000,        6.000000,       24.000000,     1545.000000,19830624 2145,     1983.000000,        6.000000,       24.000000,     1412.000000,Big Valley,AB,1,       52.035000,     -112.745000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Red Deer - Ponoka - Innisfail - Stettler
     1983.000000,        6.000000,       24.000000,     1800.000000,19830625 0000,     1983.000000,        6.000000,       24.000000,     1558.000000,Strasbourg,SK,0,       51.070000,     -104.950000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Fort Qu'Appelle - Indian Head - Lumsden - Pilot Butte
     1983.000000,        6.000000,       24.000000,     2100.000000,19830625 0300,     1983.000000,        6.000000,       24.000000,     1929.000000,Vegreville,AB,0,       53.499500,     -112.050000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Fort Saskatchewan - Vegreville - Redwater - Smoky Lake
     1983.000000,        6.000000,       24.000000,     2100.000000,19830625 0300,     1983.000000,        6.000000,       24.000000,     1938.000000,Marengo,SK,0,       51.480000,     -109.780000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Kindersley - Rosetown - Biggar - Wilkie - Macklin
     1983.000000,        6.000000,       24.000000,     2200.000000,19830625 0400,     1983.000000,        6.000000,       24.000000,     2001.000000,Yellow Grass,SK,0,       49.850000,     -104.050000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Estevan - Weyburn - Radville - Milestone
     1983.000000,        7.000000,        1.000000,     1200.000000,19830701 1600,     1983.000000,        7.000000,        1.000000,     1007.000000,Dolbeau-Mistanssini,QC,2,       48.815192,      -72.313609,     -999.000000,     -999.000000,-999,-999,-999,0,10,-999,-999,300,Lac-Saint-Jean
     1983.000000,        7.000000,        5.000000,     1900.000000,19830704 0100,     1983.000000,        7.000000,        5.000000,     1725.000000,Beaverhill Lake,AB,0,       53.430000,     -112.550000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Leduc - Camrose - Wetaskiwin - Tofield
     1983.000000,        7.000000,        6.000000,     2130.000000,19830707 0330,     1983.000000,        7.000000,        6.000000,     1952.000000,Pine Lake,AB,0,       52.120000,     -113.480000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Red Deer - Ponoka - Innisfail - Stettler
     1983.000000,        7.000000,        8.000000,      100.000000,19830708 0700,     1983.000000,        7.000000,        7.000000,     2344.000000,Cadillac,SK,1,       49.730000,     -107.750000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Shaunavon - Maple Creek - Val Marie - Cypress Hills
     1983.000000,        7.000000,        8.000000,     1845.000000,19830709 0045,     1983.000000,        7.000000,        8.000000,     1720.000000,Lloydminster,AB,3,       53.280000,     -110.020000,     -999.000000,     -999.000000,-999,-999,-999,0,0,-999,-999,1000,Lloydminster - Wainwright - Vermilion - Provost
     1983.000000,        7.000000,        8.000000,     1945.000000,19830709 0145,     1983.000000,        7.000000,        8.000000,     1817.000000,Elk Point,AB,2,       53.907500,     -110.897500,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Bonnyville - St. Paul - Cold Lake - Lac La Biche
     1983.000000,        7.000000,        9.000000,      200.000000,19830709 0800,     1983.000000,        7.000000,        8.000000,     2357.000000,Regina,SK,1,       50.450000,     -104.620000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,City of Regina
     1983.000000,        7.000000,        9.000000,     2000.000000,19830710 0100,     1983.000000,        7.000000,        9.000000,     1813.000000,Oakburn,MB,0,       50.556876,     -100.580000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Minnedosa - Neepawa - Russell - Riding Mountain National Park
     1983.000000,        7.000000,       20.000000,     1635.000000,19830720 2235,     1983.000000,        7.000000,       20.000000,     1517.000000,Pennant,SK,3,       50.530000,     -108.230000,     -999.000000,     -999.000000,-999,-999,-999,0,0,-999,-999,5000,Swift Current - Herbert - Cabri - Kyle - Lucky Lake
     1983.000000,        7.000000,       25.000000,     2015.000000,19830726 0215,     1983.000000,        7.000000,       25.000000,     1902.000000,Central Butte,SK,1,       50.798000,     -106.520000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Moose Jaw - Pense - Central Butte - Craik
     1983.000000,        7.000000,       29.000000,     1615.000000,19830729 2215,     1983.000000,        7.000000,       29.000000,     1411.000000,Radville,SK,0,       49.450000,     -104.280000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Estevan - Weyburn - Radville - Milestone
     1983.000000,        7.000000,       29.000000,     1900.000000,19830730 0000,     1983.000000,        7.000000,       29.000000,     1720.000000,Oakland,MB,0,       50.100000,      -98.320000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Portage la Prairie - Headingley - Brunkild - Carman
     1983.000000,        7.000000,       30.000000,     1530.000000,19830730 2030,     1983.000000,        7.000000,       30.000000,     1346.000000,Arden,MB,0,       50.300000,      -99.270000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Ste. Rose - McCreary - Alonsa - Gladstone
     1983.000000,        7.000000,       30.000000,     1600.000000,19830730 2100,     1983.000000,        7.000000,       30.000000,     1418.000000,Gladstone,MB,0,       50.230000,      -98.950000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Ste. Rose - McCreary - Alonsa - Gladstone
     1983.000000,        7.000000,       30.000000,     1630.000000,19830730 2130,     1983.000000,        7.000000,       30.000000,     1450.000000,Oakland,MB,0,       50.100000,      -98.320000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Portage la Prairie - Headingley - Brunkild - Carman
     1983.000000,        8.000000,        2.000000,     2100.000000,19830803 0300,     1983.000000,        8.000000,        2.000000,     1902.000000,DeBolt,AB,0,       55.218500,     -118.018500,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Grande Prairie - Beaverlodge - Valleyview
     1983.000000,        8.000000,        3.000000,     1930.000000,19830804 0130,     1983.000000,        8.000000,        3.000000,     1752.000000,Ardrossan,AB,0,       53.540000,     -113.121000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Leduc - Camrose - Wetaskiwin - Tofield
     1983.000000,        8.000000,        4.000000,     1900.000000,19830805 0000,     1983.000000,        8.000000,        4.000000,     1719.000000,MacGregor,MB,0,       49.960000,      -98.780000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Brandon - Carberry - Treherne
     1983.000000,        8.000000,       18.000000,     1925.000000,19830819 0125,     1983.000000,        8.000000,       18.000000,     1819.000000,Moose Jaw,SK,0,       50.400000,     -105.530000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Moose Jaw - Pense - Central Butte - Craik
     1983.000000,        8.000000,       25.000000,       30.000000,19830825 0530,     1983.000000,        8.000000,       24.000000,     2253.000000,Holland #1,MB,0,       49.590000,      -98.880000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Brandon - Carberry - Treherne
     1983.000000,        8.000000,       25.000000,      130.000000,19830825 0630,     1983.000000,        8.000000,       24.000000,     2353.000000,Holland #2,MB,0,       49.590000,      -98.880000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Brandon - Carberry - Treherne
     1983.000000,        8.000000,       25.000000,      300.000000,19830825 0800,     1983.000000,        8.000000,       25.000000,      124.000000,Hilbre,MB,0,       51.500000,      -98.590000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Arborg - Hecla - Fisher River - Gypsumville - Ashern
     1983.000000,        8.000000,       28.000000,     1045.000000,19830828 1645,     1983.000000,        8.000000,       28.000000,      854.000000,Berwyn,AB,0,       56.150000,     -117.731500,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Peace River - Fairview - High Prairie - Manning
     1983.000000,        8.000000,       30.000000,     2015.000000,19830831 0115,     1983.000000,        8.000000,       30.000000,     1841.000000,Portage la Prairie,MB,0,       49.970000,      -98.290000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Portage la Prairie - Headingley - Brunkild - Carman
     1983.000000,        9.000000,        5.000000,     2319.000000,19830906 0519,     1983.000000,        9.000000,        5.000000,     2219.000000,La Ronge,SK,0,       55.080000,     -105.295000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,La Ronge - Prince Albert Nat. Park - Narrow Hills Prov. Park
     1983.000000,        9.000000,        7.000000,     1530.000000,19830907 1830,     1983.000000,        9.000000,        7.000000,     1407.000000,McNamee,NB,1,       46.512300,      -66.281700,       46.527000,      -66.222900,4800,250,-999,0,0,0,0,-999,Stanley - Doaktown - Blackville Area
     1983.000000,       10.000000,       28.000000,     1200.000000,19831028 1600,     1983.000000,       10.000000,       28.000000,     1019.000000,Saint-Polycarpe,QC,2,       45.288944,      -74.266077,     -999.000000,     -999.000000,-999,-999,-999,0,7,-999,-999,1000,Vaudreuil - Soulanges - Huntingdon
     1983.000000,        0.000000,        0.000000,        0.000000,19830508,     1983.000000,        0.000000,        0.000000,        0.000000,Delia,AB,0,       51.630000,     -112.380000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Drumheller - Three Hills
     1983.000000,        0.000000,        0.000000,        0.000000,19830508,     1983.000000,        0.000000,        0.000000,        0.000000,Czar,AB,0,       52.454000,     -110.830000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Lloydminster - Wainwright - Vermilion - Provost
     1983.000000,        0.000000,        0.000000,        0.000000,19830519,     1983.000000,        0.000000,        0.000000,        0.000000,Bengough,SK,1,       49.450000,     -105.030000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Assiniboia - Gravelbourg - Coronach
     1983.000000,        0.000000,        0.000000,        0.000000,19830621,     1983.000000,        0.000000,        0.000000,        0.000000,Green Ridge,MB,0,       49.160000,      -97.000000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Steinbach - St. Adolphe - Dominion City - Vita - Richer
     1983.000000,        0.000000,        0.000000,        0.000000,19830624,     1983.000000,        0.000000,        0.000000,        0.000000,Round Hill,AB,0,       53.168500,     -112.631500,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Leduc - Camrose - Wetaskiwin - Tofield
     1983.000000,        0.000000,        0.000000,        0.000000,19830624,     1983.000000,        0.000000,        0.000000,        0.000000,Coleville,SK,0,       51.708000,     -109.253000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Kindersley - Rosetown - Biggar - Wilkie - Macklin
     1983.000000,        0.000000,        0.000000,        0.000000,19830624,     1983.000000,        0.000000,        0.000000,        0.000000,Jackfish Lake,SK,0,       53.067000,     -108.383000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,The Battlefords - Unity - Maidstone - St. Walburg
     1983.000000,        0.000000,        0.000000,        0.000000,19830624,     1983.000000,        0.000000,        0.000000,        0.000000,Prince Albert,SK,0,       53.114000,     -105.838000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Prince Albert - Shellbrook - Spiritwood - Duck Lake
     1983.000000,        0.000000,        0.000000,        0.000000,19830624,     1983.000000,        0.000000,        0.000000,        0.000000,Chamberlain,SK,0,       50.851000,     -105.569000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Moose Jaw - Pense - Central Butte - Craik
     1983.000000,        0.000000,        0.000000,        0.000000,19830706,     1983.000000,        0.000000,        0.000000,        0.000000,Olds,AB,0,       51.780000,     -114.100000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Airdrie - Cochrane - Olds - Sundre
     1983.000000,        0.000000,        0.000000,        0.000000,19830706,     1983.000000,        0.000000,        0.000000,        0.000000,16 km SE of Innisfail,AB,0,       51.950000,     -113.800000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Red Deer - Ponoka - Innisfail - Stettler
     1983.000000,        0.000000,        0.000000,        0.000000,19830706,     1983.000000,        0.000000,        0.000000,        0.000000,Rolling Hills,AB,1,       50.220000,     -111.770000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Medicine Hat - Bow Island - Suffield
     1983.000000,        0.000000,        0.000000,        0.000000,19830708,     1983.000000,        0.000000,        0.000000,        0.000000,Gull Lake,SK,1,       50.086000,     -108.469000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Leader - Gull Lake
     1983.000000,        0.000000,        0.000000,        0.000000,19830709,     1983.000000,        0.000000,        0.000000,        0.000000,Regina,SK,2,       50.473000,     -104.568000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,City of Regina
     1983.000000,        0.000000,        0.000000,        0.000000,19830709,     1983.000000,        0.000000,        0.000000,        0.000000,Fort Qu'Appelle,SK,0,       50.779000,     -103.768000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Fort Qu'Appelle - Indian Head - Lumsden - Pilot Butte
     1983.000000,        0.000000,        0.000000,        0.000000,19830719,     1983.000000,        0.000000,        0.000000,        0.000000,Raymond,AB,0,       49.466000,     -112.651000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Lethbridge - Taber - Milk River
     1983.000000,        0.000000,        0.000000,        0.000000,19830720,     1983.000000,        0.000000,        0.000000,        0.000000,Forgan,SK,1,       51.260000,     -107.810000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Kindersley - Rosetown - Biggar - Wilkie - Macklin
     1983.000000,        0.000000,        0.000000,        0.000000,19830720,     1983.000000,        0.000000,        0.000000,        0.000000,Stewart Valley,SK,1,       50.590000,     -107.810000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Swift Current - Herbert - Cabri - Kyle - Lucky Lake
     1983.000000,        0.000000,        0.000000,        0.000000,19830724,     1983.000000,        0.000000,        0.000000,        0.000000,Buck Lake,AB,0,       52.950000,     -114.780000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Drayton Valley - Devon - Rimbey - Pigeon Lake
     1983.000000,        0.000000,        0.000000,        0.000000,19830802,     1983.000000,        0.000000,        0.000000,        0.000000,Demmitt,AB,0,       55.452000,     -119.893000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Grande Prairie - Beaverlodge - Valleyview
     1983.000000,        0.000000,        0.000000,        0.000000,19830803,     1983.000000,        0.000000,        0.000000,        0.000000,Sylvan Lake,AB,0,       52.320000,     -114.040000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Red Deer - Ponoka - Innisfail - Stettler
     1983.000000,        0.000000,        0.000000,        0.000000,19830805,     1983.000000,        0.000000,        0.000000,        0.000000,Maxstone,SK,0,       49.490000,     -106.030000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Assiniboia - Gravelbourg - Coronach
     1983.000000,        0.000000,        0.000000,        0.000000,19830808,     1983.000000,        0.000000,        0.000000,        0.000000,Bittern Lake,AB,0,       52.995000,     -113.122000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Leduc - Camrose - Wetaskiwin - Tofield
     1984.000000,        4.000000,       27.000000,     1530.000000,19840427 2130,     1984.000000,        4.000000,       27.000000,     1500.000000,New Sarepta,AB,2,       53.268500,     -113.131500,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Leduc - Camrose - Wetaskiwin - Tofield
     1984.000000,        4.000000,       28.000000,     1600.000000,19840428 2200,     1984.000000,        4.000000,       28.000000,     1531.000000,Boyle,AB,1,       54.581500,     -112.818500,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Westlock - Barrhead - Athabasca
     1984.000000,        5.000000,       12.000000,     1545.000000,19840512 2145,     1984.000000,        5.000000,       12.000000,     1358.000000,Broadview,SK,0,       50.393000,     -102.579000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Moosomin - Grenfell - Kipling - Wawota
     1984.000000,        5.000000,       12.000000,     1550.000000,19840512 2150,     1984.000000,        5.000000,       12.000000,     1405.000000,Esterhazy,SK,0,       50.640000,     -102.072000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Yorkton - Melville - Esterhazy
     1984.000000,        5.000000,       12.000000,     1615.000000,19840512 2215,     1984.000000,        5.000000,       12.000000,     1429.000000,Whitewood to Wapella,SK,1,       50.334000,     -102.262000,       50.148934,     -102.097224,2350,330,-999,-999,-999,-999,-999,-999,Moosomin - Grenfell - Kipling - Wawota
     1984.000000,        5.000000,       15.000000,     2100.000000,19840516 0300,     1984.000000,        5.000000,       15.000000,     1955.000000,13 km W of Mankota,SK,0,       49.421000,     -107.245000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Shaunavon - Maple Creek - Val Marie - Cypress Hills
     1984.000000,        5.000000,       16.000000,     1915.000000,19840517 0115,     1984.000000,        5.000000,       16.000000,     1722.000000,Beaubier,SK,1,       49.130000,     -104.080000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Estevan - Weyburn - Radville - Milestone
     1984.000000,        5.000000,       16.000000,     2000.000000,19840517 0200,     1984.000000,        5.000000,       16.000000,     1810.000000,Griffin,SK,1,       49.670000,     -103.430000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Estevan - Weyburn - Radville - Milestone
     1984.000000,        5.000000,       16.000000,     2000.000000,19840517 0200,     1984.000000,        5.000000,       16.000000,     1810.000000,Outram,SK,1,       49.140000,     -103.310000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Estevan - Weyburn - Radville - Milestone
     1984.000000,        5.000000,       16.000000,     2000.000000,19840517 0200,     1984.000000,        5.000000,       16.000000,     1812.000000,Estevan #1,SK,0,       49.130000,     -102.980000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Estevan - Weyburn - Radville - Milestone
     1984.000000,        5.000000,       16.000000,     2030.000000,19840517 0230,     1984.000000,        5.000000,       16.000000,     1842.000000,Estevan #2,SK,1,       49.130000,     -102.980000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Estevan - Weyburn - Radville - Milestone
     1984.000000,        5.000000,       20.000000,     1630.000000,19840520 2230,     1984.000000,        5.000000,       20.000000,     1444.000000,Burgis,SK,1,       51.550000,     -102.450000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Kamsack - Canora - Preeceville
     1984.000000,        5.000000,       20.000000,     1645.000000,19840520 2245,     1984.000000,        5.000000,       20.000000,     1545.000000,Sunnyside,SK,0,       53.900000,     -105.883000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Prince Albert - Shellbrook - Spiritwood - Duck Lake
     1984.000000,        5.000000,       22.000000,     1500.000000,19840522 1900,     1984.000000,        5.000000,       22.000000,     1347.000000,Coopers Falls,ON,0,       44.780000,      -79.230000,     -999.000000,     -999.000000,-999,-999,-999,0,0,0,0,-999,Barrie - Orillia - Midland
     1984.000000,        5.000000,       22.000000,     1830.000000,19840522 2230,     1984.000000,        5.000000,       22.000000,     1726.000000,Cobden,ON,0,       45.620000,      -76.880000,     -999.000000,     -999.000000,-999,-999,-999,0,0,0,0,-999,Renfrew - Pembroke - Barry's Bay
     1984.000000,        6.000000,        6.000000,     2145.000000,19840607 0345,     1984.000000,        6.000000,        6.000000,     2013.000000,Namao,AB,1,       53.720000,     -113.480000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,5,Fort Saskatchewan - Vegreville - Redwater - Smoky Lake
     1984.000000,        6.000000,       12.000000,     1215.000000,19840612 1815,     1984.000000,        6.000000,       12.000000,     1028.000000,13.7 km SW of Rocanville,SK,0,       50.330000,     -101.812000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Moosomin - Grenfell - Kipling - Wawota
     1984.000000,        6.000000,       13.000000,     1800.000000,19840613 2200,     1984.000000,        6.000000,       13.000000,     1629.000000,McGregor,ON,0,       42.140000,      -82.960000,     -999.000000,     -999.000000,-999,-999,-999,0,0,0,0,-999,Windsor - Essex - Chatham-Kent
     1984.000000,        6.000000,       13.000000,     1700.000000,19840613 2300,     1984.000000,        6.000000,       13.000000,     1515.000000,La Crete,AB,0,       58.181500,     -116.400000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,High Level - Rainbow Lake - Fort Vermilion - Mackenzie Hwy
     1984.000000,        6.000000,       16.000000,     1800.000000,19840616 2300,     1984.000000,        6.000000,       16.000000,     1628.000000,Elie,MB,0,       49.900000,      -97.760000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Portage la Prairie - Headingley - Brunkild - Carman
     1984.000000,        6.000000,       18.000000,     1635.000000,19840618 2035,     1984.000000,        6.000000,       18.000000,     1528.000000,Westport,ON,2,       44.670000,      -76.378000,       44.678000,      -76.334000,4590,205,150,0,0,0,0,500,Brockville - Leeds and Grenville
     1984.000000,        6.000000,       21.000000,     1545.000000,19840621 2045,     1984.000000,        6.000000,       21.000000,     1408.000000,MacGregor,MB,0,       49.960000,      -98.780000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Brandon - Carberry - Treherne
     1984.000000,        6.000000,       21.000000,     1800.000000,19840621 2300,     1984.000000,        6.000000,       21.000000,     1626.000000,Lundar,MB,0,       50.760000,      -98.030000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Selkirk - Gimli - Stonewall - Woodlands - Eriksdale
     1984.000000,        6.000000,       21.000000,     1900.000000,19840622 0000,     1984.000000,        6.000000,       21.000000,     1728.000000,Fisher Branch,MB,2,       51.014000,      -97.617000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Arborg - Hecla - Fisher River - Gypsumville - Ashern
     1984.000000,        6.000000,       22.000000,     1545.000000,19840622 2148,     1984.000000,        6.000000,       22.000000,     1347.000000,Wynyard,SK,0,       51.699000,     -104.165000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Humboldt - Wynyard - Wadena - Lanigan - Foam Lake
     1984.000000,        6.000000,       22.000000,     1700.000000,19840622 2200,     1984.000000,        6.000000,       22.000000,     1525.000000,Ashern,MB,0,       51.170000,      -98.317000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Arborg - Hecla - Fisher River - Gypsumville - Ashern
     1984.000000,        6.000000,       22.000000,     1825.000000,19840622 2325,     1984.000000,        6.000000,       22.000000,     1652.000000,Marquette to Argyle,MB,2,       50.044000,      -97.796000,       50.214000,      -97.449000,31700,230,-999,-999,-999,-999,-999,-999,Portage la Prairie - Headingley - Brunkild - Carman
     1984.000000,        6.000000,       22.000000,     1900.000000,19840623 0000,     1984.000000,        6.000000,       22.000000,     1728.000000,St. Ambroise,MB,1,       50.085000,      -97.736000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Selkirk - Gimli - Stonewall - Woodlands - Eriksdale
     1984.000000,        6.000000,       22.000000,     2130.000000,19840623 0230,     1984.000000,        6.000000,       22.000000,     2003.000000,Manigotogan,MB,0,       51.110000,      -96.300000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Bissett - Nopiming Provincial Park - Pine Falls
     1984.000000,        6.000000,       28.000000,     1815.000000,19840629 0015,     1984.000000,        6.000000,       28.000000,     1658.000000,Gull Lake,SK,0,       50.090000,     -108.489000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Leader - Gull Lake
     1984.000000,        6.000000,       29.000000,     1530.000000,19840629 2130,     1984.000000,        6.000000,       29.000000,     1347.000000,Rocky Rapids,AB,1,       53.281500,     -114.950000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Drayton Valley - Devon - Rimbey - Pigeon Lake
     1984.000000,        6.000000,       29.000000,     1540.000000,19840629 2140,     1984.000000,        6.000000,       29.000000,     1358.000000,Lake Wabamun Provincial Park,AB,1,       53.481500,     -114.581500,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Spruce Grove - Morinville - Mayerthorpe - Evansburg
     1984.000000,        6.000000,       29.000000,     1630.000000,19840629 2230,     1984.000000,        6.000000,       29.000000,     1450.000000,Stony Plain,AB,1,       53.530000,     -114.000000,     -999.000000,     -999.000000,-999,-999,-999,-999,-999,-999,-999,-999,Spruce Grove - Morinville - Mayerthorpe - Evansburg
